,iso3,year,count_old,count_new,count_diff,rate_old,rate_new,rate_diff
0,ABW,1990-01-01,0.0,0.0,0.0,0.0,0.0,0.0
1,ABW,1991-01-01,,,,,,
2,ABW,1992-01-01,,,,,,
3,ABW,1993-01-01,,,,,,
4,ABW,1994-01-01,,,,,,
5,ABW,1995-01-01,0.0,0.0,0.0,0.0,0.0,0.0
6,ABW,1996-01-01,,,,,,
7,ABW,1997-01-01,,,,,,
8,ABW,1998-01-01,,,,,,
9,ABW,1999-01-01,1.0,1.0,0.0,2.18,2.22,-0.040000000000000036
10,ABW,2000-01-01,,,,,,
11,ABW,2001-01-01,2.0,2.0,0.0,4.15,4.24,-0.08999999999999986
12,ABW,2002-01-01,1.0,1.0,0.0,2.02,2.09,-0.06999999999999984
13,ABW,2003-01-01,1.0,1.0,0.0,1.97,2.07,-0.09999999999999987
14,ABW,2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
15,ABW,2005-01-01,1.0,1.0,0.0,1.91,2.02,-0.1100000000000001
16,ABW,2006-01-01,1.0,1.0,0.0,1.89,2.0,-0.1100000000000001
17,ABW,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0
18,ABW,2008-01-01,1.0,1.0,0.0,1.88,1.95,-0.07000000000000006
19,ABW,2009-01-01,1.0,1.0,0.0,1.88,1.93,-0.050000000000000044
20,ABW,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0
21,ABW,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0
22,ABW,2012-01-01,1.0,1.0,0.0,1.86,1.87,-0.010000000000000009
23,ABW,2013-01-01,1.0,1.0,0.0,1.85,1.85,0.0
24,ABW,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0
25,ABW,2015-01-01,,,,,,
26,ABW,2016-01-01,,,,,,
27,ABW,2017-01-01,,,,,,
28,ABW,2018-01-01,,,,,,
29,ABW,2019-01-01,,,,,,
30,ABW,2020-01-01,,,,,,
31,ABW,2021-01-01,,,,,,
32,AFG,1990-01-01,,,,,,
33,AFG,1991-01-01,,,,,,
34,AFG,1992-01-01,,,,,,
35,AFG,1993-01-01,,,,,,
36,AFG,1994-01-01,,,,,,
37,AFG,1995-01-01,,,,,,
38,AFG,1996-01-01,,,,,,
39,AFG,1997-01-01,,,,,,
40,AFG,1998-01-01,,,,,,
41,AFG,1999-01-01,,,,,,
42,AFG,2000-01-01,,,,,,
43,AFG,2001-01-01,,,,,,
44,AFG,2002-01-01,,,,,,
45,AFG,2003-01-01,,,,,,
46,AFG,2004-01-01,,,,,,
47,AFG,2005-01-01,,,,,,
48,AFG,2006-01-01,,,,,,
49,AFG,2007-01-01,,,,,,
50,AFG,2008-01-01,,,,,,
51,AFG,2009-01-01,,,,,,
52,AFG,2010-01-01,,,,,,
53,AFG,2011-01-01,,,,,,
54,AFG,2012-01-01,,,,,,
55,AFG,2013-01-01,,,,,,
56,AFG,2014-01-01,,,,,,
57,AFG,2015-01-01,93.0,93.0,0.0,0.56,0.56,0.0
58,AFG,2016-01-01,101.0,101.0,0.0,0.59,0.59,0.0
59,AFG,2017-01-01,133.0,133.0,0.0,0.75,0.75,0.0
60,AFG,2018-01-01,153.0,261.0,-108.0,0.85,1.44,-0.59
61,AFG,2019-01-01,,238.0,,,1.27,
62,AFG,2020-01-01,,,,,,
63,AFG,2021-01-01,,,,,,
64,AGO,1990-01-01,,,,,,
65,AGO,1991-01-01,,,,,,
66,AGO,1992-01-01,,,,,,
67,AGO,1993-01-01,,,,,,
68,AGO,1994-01-01,,,,,,
69,AGO,1995-01-01,,,,,,
70,AGO,1996-01-01,,,,,,
71,AGO,1997-01-01,,,,,,
72,AGO,1998-01-01,,,,,,
73,AGO,1999-01-01,,,,,,
74,AGO,2000-01-01,,,,,,
75,AGO,2001-01-01,,,,,,
76,AGO,2002-01-01,,,,,,
77,AGO,2003-01-01,,,,,,
78,AGO,2004-01-01,,,,,,
79,AGO,2005-01-01,,,,,,
80,AGO,2006-01-01,,,,,,
81,AGO,2007-01-01,,,,,,
82,AGO,2008-01-01,,,,,,
83,AGO,2009-01-01,,,,,,
84,AGO,2010-01-01,,,,,,
85,AGO,2011-01-01,,,,,,
86,AGO,2012-01-01,,,,,,
87,AGO,2013-01-01,,,,,,
88,AGO,2014-01-01,,,,,,
89,AGO,2015-01-01,,,,,,
90,AGO,2016-01-01,,,,,,
91,AGO,2017-01-01,,,,,,
92,AGO,2018-01-01,,,,,,
93,AGO,2019-01-01,,,,,,
94,AGO,2020-01-01,,,,,,
95,AGO,2021-01-01,,,,,,
96,AIA,1991-01-01,0.0,0.0,0.0,,,
97,AIA,1993-01-01,1.0,1.0,0.0,,,
98,AIA,2000-01-01,0.0,0.0,0.0,,,
99,AIA,2008-01-01,0.0,0.0,0.0,,,
100,AIA,2009-01-01,0.0,0.0,0.0,,,
101,AIA,2013-01-01,0.0,0.0,0.0,,,
102,ALB,1990-01-01,,,,,,
103,ALB,1991-01-01,,,,,,
104,ALB,1992-01-01,14.0,14.0,0.0,0.87,0.86,0.010000000000000009
105,ALB,1993-01-01,16.0,16.0,0.0,1.0,0.98,0.020000000000000018
106,ALB,1994-01-01,12.0,12.0,0.0,0.75,0.73,0.020000000000000018
107,ALB,1995-01-01,26.0,25.0,1.0,1.65,1.59,0.05999999999999983
108,ALB,1996-01-01,28.0,27.0,1.0,1.78,1.71,0.07000000000000006
109,ALB,1997-01-01,177.0,171.0,6.0,11.33,10.84,0.4900000000000002
110,ALB,1998-01-01,87.0,84.0,3.0,5.59,5.35,0.2400000000000002
111,ALB,1999-01-01,65.0,63.0,2.0,4.19,4.02,0.17000000000000082
112,ALB,2000-01-01,13.0,13.0,0.0,0.84,0.81,0.029999999999999916
113,ALB,2001-01-01,39.0,38.0,1.0,2.53,2.45,0.07999999999999963
114,ALB,2002-01-01,39.0,38.0,1.0,2.53,2.48,0.04999999999999982
115,ALB,2003-01-01,21.0,21.0,0.0,1.36,1.35,0.010000000000000009
116,ALB,2004-01-01,19.0,19.0,0.0,1.23,1.23,0.0
117,ALB,2005-01-01,21.0,21.0,0.0,1.37,1.38,-0.009999999999999787
118,ALB,2006-01-01,23.0,23.0,0.0,1.51,1.53,-0.020000000000000018
119,ALB,2007-01-01,24.0,24.0,0.0,1.59,1.61,-0.020000000000000018
120,ALB,2008-01-01,19.0,19.0,0.0,1.27,1.29,-0.020000000000000018
121,ALB,2009-01-01,7.0,7.0,0.0,0.47,0.48,-0.010000000000000009
122,ALB,2010-01-01,19.0,11.0,8.0,1.3,0.76,0.54
123,ALB,2011-01-01,22.0,18.0,4.0,1.53,1.24,0.29000000000000004
124,ALB,2012-01-01,26.0,26.0,0.0,1.81,1.8,0.010000000000000009
125,ALB,2013-01-01,24.0,20.0,4.0,1.68,1.39,0.29000000000000004
126,ALB,2014-01-01,13.0,12.0,1.0,0.91,0.83,0.08000000000000007
127,ALB,2015-01-01,16.0,16.0,0.0,1.13,1.11,0.019999999999999796
128,ALB,2016-01-01,17.0,17.0,0.0,1.2,1.18,0.020000000000000018
129,ALB,2017-01-01,13.0,13.0,0.0,0.92,0.91,0.010000000000000009
130,ALB,2018-01-01,15.0,15.0,0.0,1.06,1.04,0.020000000000000018
131,ALB,2019-01-01,13.0,13.0,0.0,0.92,0.91,0.010000000000000009
132,ALB,2020-01-01,9.0,9.0,0.0,0.64,0.63,0.010000000000000009
133,ALB,2021-01-01,,12.0,,,0.84,
134,AND,1990-01-01,,,,,,
135,AND,1991-01-01,,,,,,
136,AND,1992-01-01,,,,,,
137,AND,1993-01-01,,,,,,
138,AND,1994-01-01,,,,,,
139,AND,1995-01-01,,,,,,
140,AND,1996-01-01,,,,,,
141,AND,1997-01-01,,,,,,
142,AND,1998-01-01,,,,,,
143,AND,1999-01-01,,,,,,
144,AND,2000-01-01,,,,,,
145,AND,2001-01-01,,,,,,
146,AND,2002-01-01,,,,,,
147,AND,2003-01-01,,,,,,
148,AND,2004-01-01,,,,,,
149,AND,2005-01-01,,,,,,
150,AND,2006-01-01,,,,,,
151,AND,2007-01-01,0.0,0.0,0.0,,0.0,
152,AND,2008-01-01,1.0,1.0,0.0,,2.71,
153,AND,2009-01-01,0.0,0.0,0.0,,0.0,
154,AND,2010-01-01,0.0,0.0,0.0,,0.0,
155,AND,2011-01-01,0.0,0.0,0.0,,0.0,
156,AND,2012-01-01,0.0,0.0,0.0,,0.0,
157,AND,2013-01-01,0.0,0.0,0.0,,0.0,
158,AND,2014-01-01,0.0,0.0,0.0,,0.0,
159,AND,2015-01-01,0.0,0.0,0.0,,0.0,
160,AND,2016-01-01,,,,,,
161,AND,2017-01-01,,,,,,
162,AND,2018-01-01,,,,,,
163,AND,2019-01-01,,,,,,
164,AND,2020-01-01,,,,,,
165,AND,2021-01-01,,,,,,
166,ARE,1990-01-01,,,,,,
167,ARE,1991-01-01,,,,,,
168,ARE,1992-01-01,,,,,,
169,ARE,1993-01-01,,,,,,
170,ARE,1994-01-01,,,,,,
171,ARE,1995-01-01,,,,,,
172,ARE,1996-01-01,,,,,,
173,ARE,1997-01-01,,,,,,
174,ARE,1998-01-01,,,,,,
175,ARE,1999-01-01,,,,,,
176,ARE,2000-01-01,,,,,,
177,ARE,2001-01-01,,,,,,
178,ARE,2002-01-01,,,,,,
179,ARE,2003-01-01,,,,,,
180,ARE,2004-01-01,,,,,,
181,ARE,2005-01-01,,,,,,
182,ARE,2006-01-01,,,,,,
183,ARE,2007-01-01,,,,,,
184,ARE,2008-01-01,,,,,,
185,ARE,2009-01-01,,,,,,
186,ARE,2010-01-01,17.0,18.0,-1.0,0.83,0.78,0.04999999999999993
187,ARE,2011-01-01,14.0,15.0,-1.0,0.65,0.63,0.020000000000000018
188,ARE,2012-01-01,16.0,17.0,-1.0,0.7,0.7,0.0
189,ARE,2013-01-01,18.0,18.0,0.0,0.72,0.74,-0.020000000000000018
190,ARE,2014-01-01,16.0,16.0,0.0,0.62,0.65,-0.030000000000000027
191,ARE,2015-01-01,9.0,10.0,-1.0,0.36,0.38,-0.020000000000000018
192,ARE,2016-01-01,,,,,,
193,ARE,2017-01-01,,,,,,
194,ARE,2018-01-01,,,,,,
195,ARE,2019-01-01,21.0,21.0,0.0,0.7,0.76,-0.06000000000000005
196,ARE,2020-01-01,,14.0,,,0.5,
197,ARE,2021-01-01,,10.0,,,0.35,
198,ARG,1990-01-01,,,,,,
199,ARG,1991-01-01,,,,,,
200,ARG,1992-01-01,,,,,,
201,ARG,1993-01-01,,,,,,
202,ARG,1994-01-01,,,,,,
203,ARG,1995-01-01,,,,,,
204,ARG,1996-01-01,,,,,,
205,ARG,1997-01-01,,,,,,
206,ARG,1998-01-01,,,,,,
207,ARG,1999-01-01,,,,,,
208,ARG,2000-01-01,,,,,,
209,ARG,2001-01-01,,,,,,
210,ARG,2002-01-01,,,,,,
211,ARG,2003-01-01,,,,,,
212,ARG,2004-01-01,,,,,,
213,ARG,2005-01-01,,,,,,
214,ARG,2006-01-01,,,,,,
215,ARG,2007-01-01,,,,,,
216,ARG,2008-01-01,,,,,,
217,ARG,2009-01-01,,,,,,
218,ARG,2010-01-01,,,,,,
219,ARG,2011-01-01,,,,,,
220,ARG,2012-01-01,,,,,,
221,ARG,2013-01-01,,,,,,
222,ARG,2014-01-01,,,,,,
223,ARG,2015-01-01,387.0,386.0,1.0,1.75,1.77,-0.020000000000000018
224,ARG,2016-01-01,,,,,,
225,ARG,2017-01-01,408.0,408.0,0.0,1.81,1.83,-0.020000000000000018
226,ARG,2018-01-01,399.0,397.0,2.0,1.76,1.77,-0.010000000000000009
227,ARG,2019-01-01,409.0,410.0,-1.0,1.78,1.81,-0.030000000000000027
228,ARG,2020-01-01,,374.0,,,1.63,
229,ARG,2021-01-01,,312.0,,,1.35,
230,ARM,1990-01-01,22.0,23.0,-1.0,1.25,1.24,0.010000000000000009
231,ARM,1991-01-01,29.0,30.0,-1.0,1.64,1.59,0.04999999999999982
232,ARM,1992-01-01,,,,,,
233,ARM,1993-01-01,53.0,54.0,-1.0,3.08,3.0,0.08000000000000007
234,ARM,1994-01-01,24.0,25.0,-1.0,1.43,1.39,0.040000000000000036
235,ARM,1995-01-01,19.0,19.0,0.0,1.13,1.1,0.029999999999999805
236,ARM,1996-01-01,23.0,23.0,0.0,1.38,1.33,0.04999999999999982
237,ARM,1997-01-01,21.0,22.0,-1.0,1.31,1.26,0.050000000000000044
238,ARM,1998-01-01,15.0,15.0,0.0,0.94,0.91,0.029999999999999916
239,ARM,1999-01-01,19.0,19.0,0.0,1.18,1.14,0.040000000000000036
240,ARM,2000-01-01,25.0,26.0,-1.0,1.59,1.55,0.040000000000000036
241,ARM,2001-01-01,18.0,18.0,0.0,1.14,1.11,0.029999999999999805
242,ARM,2002-01-01,19.0,20.0,-1.0,1.22,1.19,0.030000000000000027
243,ARM,2003-01-01,10.0,11.0,-1.0,0.68,0.66,0.020000000000000018
244,ARM,2004-01-01,22.0,22.0,0.0,1.38,1.35,0.029999999999999805
245,ARM,2005-01-01,11.0,11.0,0.0,0.7,0.68,0.019999999999999907
246,ARM,2006-01-01,26.0,26.0,0.0,1.66,1.61,0.04999999999999982
247,ARM,2007-01-01,13.0,13.0,0.0,0.84,0.81,0.029999999999999916
248,ARM,2008-01-01,26.0,26.0,0.0,1.71,1.65,0.06000000000000005
249,ARM,2009-01-01,25.0,25.0,0.0,1.63,1.57,0.05999999999999983
250,ARM,2010-01-01,10.0,10.0,0.0,0.65,0.63,0.020000000000000018
251,ARM,2011-01-01,19.0,19.0,0.0,1.24,1.2,0.040000000000000036
252,ARM,2012-01-01,19.0,19.0,0.0,1.24,1.21,0.030000000000000027
253,ARM,2013-01-01,19.0,19.0,0.0,1.24,1.21,0.030000000000000027
254,ARM,2014-01-01,20.0,20.0,0.0,1.29,1.27,0.020000000000000018
255,ARM,2015-01-01,21.0,21.0,0.0,1.35,1.34,0.010000000000000009
256,ARM,2016-01-01,14.0,14.0,0.0,0.9,0.9,0.0
257,ARM,2017-01-01,11.0,11.0,0.0,0.71,0.71,0.0
258,ARM,2018-01-01,11.0,11.0,0.0,0.7,0.71,-0.010000000000000009
259,ARM,2019-01-01,10.0,10.0,0.0,0.64,0.65,-0.010000000000000009
260,ARM,2020-01-01,16.0,16.0,0.0,1.02,1.04,-0.020000000000000018
261,ARM,2021-01-01,,14.0,,,0.91,
262,ASM,1990-01-01,,,,,,
263,ASM,1991-01-01,,,,,,
264,ASM,1992-01-01,,,,,,
265,ASM,1993-01-01,,,,,,
266,ASM,1994-01-01,,,,,,
267,ASM,1995-01-01,,,,,,
268,ASM,1996-01-01,,,,,,
269,ASM,1997-01-01,,,,,,
270,ASM,1998-01-01,,,,,,
271,ASM,1999-01-01,,,,,,
272,ASM,2000-01-01,,,,,,
273,ASM,2001-01-01,,,,,,
274,ASM,2002-01-01,,,,,,
275,ASM,2003-01-01,,,,,,
276,ASM,2004-01-01,,,,,,
277,ASM,2005-01-01,,,,,,
278,ASM,2006-01-01,,,,,,
279,ASM,2007-01-01,,,,,,
280,ASM,2008-01-01,,,,,,
281,ASM,2009-01-01,,,,,,
282,ASM,2010-01-01,,,,,,
283,ASM,2011-01-01,,,,,,
284,ASM,2012-01-01,,,,,,
285,ASM,2013-01-01,,,,,,
286,ASM,2014-01-01,,,,,,
287,ASM,2015-01-01,,,,,,
288,ASM,2016-01-01,,0.0,,,0.0,
289,ASM,2017-01-01,,1.0,,,4.04,
290,ASM,2018-01-01,,1.0,,,4.12,
291,ASM,2019-01-01,,0.0,,,0.0,
292,ASM,2020-01-01,,,,,,
293,ASM,2021-01-01,,,,,,
294,ATG,1990-01-01,1.0,1.0,0.0,3.1,3.05,0.050000000000000266
295,ATG,1991-01-01,2.0,2.0,0.0,6.12,6.08,0.040000000000000036
296,ATG,1992-01-01,1.0,1.0,0.0,3.0,2.99,0.009999999999999787
297,ATG,1993-01-01,0.0,0.0,0.0,0.0,0.0,0.0
298,ATG,1994-01-01,1.0,1.0,0.0,2.86,2.86,0.0
299,ATG,1995-01-01,2.0,2.0,0.0,5.57,5.59,-0.019999999999999574
300,ATG,1996-01-01,1.0,1.0,0.0,2.72,2.73,-0.009999999999999787
301,ATG,1997-01-01,0.0,0.0,0.0,0.0,0.0,0.0
302,ATG,1998-01-01,,,,,,
303,ATG,1999-01-01,,,,,,
304,ATG,2000-01-01,,,,,,
305,ATG,2001-01-01,0.0,1.0,-1.0,1.9,1.93,-0.030000000000000027
306,ATG,2002-01-01,1.0,1.0,0.0,3.02,3.06,-0.040000000000000036
307,ATG,2003-01-01,,,,,,
308,ATG,2004-01-01,,,,,,
309,ATG,2005-01-01,,,,,,
310,ATG,2006-01-01,,,,,,
311,ATG,2007-01-01,,,,,,
312,ATG,2008-01-01,5.0,5.0,0.0,11.19,11.39,-0.20000000000000107
313,ATG,2009-01-01,,,,,,
314,ATG,2010-01-01,,,,,,
315,ATG,2011-01-01,,,,,,
316,ATG,2012-01-01,,,,,,
317,ATG,2013-01-01,,,,,,
318,ATG,2014-01-01,,,,,,
319,ATG,2015-01-01,1.0,1.0,0.0,2.06,2.12,-0.06000000000000005
320,ATG,2016-01-01,2.0,2.0,0.0,4.08,4.22,-0.13999999999999968
321,ATG,2017-01-01,2.0,2.0,0.0,4.05,4.2,-0.15000000000000036
322,ATG,2018-01-01,3.0,3.0,0.0,6.02,6.26,-0.2400000000000002
323,ATG,2019-01-01,1.0,1.0,0.0,1.99,2.08,-0.09000000000000008
324,ATG,2020-01-01,,1.0,,,2.06,
325,ATG,2021-01-01,,5.0,,,10.27,
326,AUS,1990-01-01,138.0,138.0,0.0,1.62,1.61,0.010000000000000009
327,AUS,1991-01-01,143.0,143.0,0.0,1.66,1.65,0.010000000000000009
328,AUS,1992-01-01,117.0,117.0,0.0,1.34,1.34,0.0
329,AUS,1993-01-01,118.0,119.0,-1.0,1.34,1.34,0.0
330,AUS,1994-01-01,114.0,115.0,-1.0,1.28,1.29,-0.010000000000000009
331,AUS,1995-01-01,139.0,140.0,-1.0,1.55,1.55,0.0
332,AUS,1996-01-01,112.0,113.0,-1.0,1.24,1.23,0.010000000000000009
333,AUS,1997-01-01,121.0,122.0,-1.0,1.32,1.31,0.010000000000000009
334,AUS,1998-01-01,106.0,106.0,0.0,1.14,1.14,0.0
335,AUS,1999-01-01,123.0,124.0,-1.0,1.31,1.31,0.0
336,AUS,2000-01-01,136.0,136.0,0.0,1.43,1.42,0.010000000000000009
337,AUS,2001-01-01,116.0,116.0,0.0,1.21,1.2,0.010000000000000009
338,AUS,2002-01-01,121.0,121.0,0.0,1.25,1.23,0.020000000000000018
339,AUS,2003-01-01,96.0,96.0,0.0,0.98,0.97,0.010000000000000009
340,AUS,2004-01-01,92.0,93.0,-1.0,0.93,0.92,0.010000000000000009
341,AUS,2005-01-01,94.0,94.0,0.0,0.93,0.93,0.0
342,AUS,2006-01-01,92.0,93.0,-1.0,0.9,0.9,0.0
343,AUS,2007-01-01,85.0,85.0,0.0,0.82,0.81,0.009999999999999898
344,AUS,2008-01-01,101.0,101.0,0.0,0.95,0.95,0.0
345,AUS,2009-01-01,76.0,76.0,0.0,0.7,0.7,0.0
346,AUS,2010-01-01,93.0,94.0,-1.0,0.85,0.85,0.0
347,AUS,2011-01-01,90.0,90.0,0.0,0.8,0.8,0.0
348,AUS,2012-01-01,83.0,83.0,0.0,0.72,0.73,-0.010000000000000009
349,AUS,2013-01-01,94.0,94.0,0.0,0.81,0.81,0.0
350,AUS,2014-01-01,94.0,94.0,0.0,0.79,0.8,-0.010000000000000009
351,AUS,2015-01-01,84.0,85.0,-1.0,0.7,0.71,-0.010000000000000009
352,AUS,2016-01-01,80.0,80.0,0.0,0.66,0.66,0.0
353,AUS,2017-01-01,63.0,63.0,0.0,0.51,0.51,0.0
354,AUS,2018-01-01,84.0,84.0,0.0,0.67,0.67,0.0
355,AUS,2019-01-01,68.0,68.0,0.0,0.54,0.53,0.010000000000000009
356,AUS,2020-01-01,74.0,74.0,0.0,0.58,0.57,0.010000000000000009
357,AUS,2021-01-01,,49.0,,,0.38,
358,AUT,1990-01-01,39.0,40.0,-1.0,0.99,1.0,-0.010000000000000009
359,AUT,1991-01-01,46.0,47.0,-1.0,1.16,1.16,0.0
360,AUT,1992-01-01,42.0,43.0,-1.0,1.05,1.05,0.0
361,AUT,1993-01-01,34.0,35.0,-1.0,0.85,0.85,0.0
362,AUT,1994-01-01,52.0,52.0,0.0,1.27,1.28,-0.010000000000000009
363,AUT,1995-01-01,38.0,38.0,0.0,0.92,0.93,-0.010000000000000009
364,AUT,1996-01-01,50.0,51.0,-1.0,1.22,1.23,-0.010000000000000009
365,AUT,1997-01-01,37.0,37.0,0.0,0.9,0.91,-0.010000000000000009
366,AUT,1998-01-01,33.0,34.0,-1.0,0.82,0.82,0.0
367,AUT,1999-01-01,31.0,32.0,-1.0,0.77,0.77,0.0
368,AUT,2000-01-01,53.0,54.0,-1.0,1.29,1.3,-0.010000000000000009
369,AUT,2001-01-01,41.0,42.0,-1.0,1.0,1.01,-0.010000000000000009
370,AUT,2002-01-01,37.0,38.0,-1.0,0.9,0.91,-0.010000000000000009
371,AUT,2003-01-01,23.0,23.0,0.0,0.56,0.56,0.0
372,AUT,2004-01-01,31.0,32.0,-1.0,0.76,0.76,0.0
373,AUT,2005-01-01,24.0,24.0,0.0,0.57,0.57,0.0
374,AUT,2006-01-01,29.0,29.0,0.0,0.68,0.69,-0.009999999999999898
375,AUT,2007-01-01,24.0,24.0,0.0,0.57,0.57,0.0
376,AUT,2008-01-01,29.0,29.0,0.0,0.68,0.68,0.0
377,AUT,2009-01-01,28.0,28.0,0.0,0.66,0.66,0.0
378,AUT,2010-01-01,30.0,33.0,-3.0,0.7,0.77,-0.07000000000000006
379,AUT,2011-01-01,35.0,35.0,0.0,0.81,0.81,0.0
380,AUT,2012-01-01,38.0,38.0,0.0,0.87,0.88,-0.010000000000000009
381,AUT,2013-01-01,30.0,29.0,1.0,0.69,0.67,0.019999999999999907
382,AUT,2014-01-01,23.0,22.0,1.0,0.52,0.5,0.020000000000000018
383,AUT,2015-01-01,17.0,17.0,0.0,0.38,0.39,-0.010000000000000009
384,AUT,2016-01-01,31.0,31.0,0.0,0.7,0.7,0.0
385,AUT,2017-01-01,37.0,37.0,0.0,0.82,0.83,-0.010000000000000009
386,AUT,2018-01-01,44.0,44.0,0.0,0.97,0.98,-0.010000000000000009
387,AUT,2019-01-01,40.0,40.0,0.0,0.88,0.89,-0.010000000000000009
388,AUT,2020-01-01,37.0,37.0,0.0,0.81,0.82,-0.009999999999999898
389,AUT,2021-01-01,,40.0,,,0.88,
390,AZE,1990-01-01,,,,,,
391,AZE,1991-01-01,,,,,,
392,AZE,1992-01-01,,,,,,
393,AZE,1993-01-01,,,,,,
394,AZE,1994-01-01,,,,,,
395,AZE,1995-01-01,,,,,,
396,AZE,1996-01-01,,,,,,
397,AZE,1997-01-01,,,,,,
398,AZE,1998-01-01,,,,,,
399,AZE,1999-01-01,,,,,,
400,AZE,2000-01-01,,,,,,
401,AZE,2001-01-01,,,,,,
402,AZE,2002-01-01,,,,,,
403,AZE,2003-01-01,,,,,,
404,AZE,2004-01-01,,,,,,
405,AZE,2005-01-01,,,,,,
406,AZE,2006-01-01,,,,,,
407,AZE,2007-01-01,,,,,,
408,AZE,2008-01-01,,,,,,
409,AZE,2009-01-01,,,,,,
410,AZE,2010-01-01,62.0,61.0,1.0,1.36,1.32,0.040000000000000036
411,AZE,2011-01-01,,74.0,,,1.57,
412,AZE,2012-01-01,58.0,57.0,1.0,1.24,1.2,0.040000000000000036
413,AZE,2013-01-01,70.0,69.0,1.0,1.48,1.43,0.050000000000000044
414,AZE,2014-01-01,87.0,85.0,2.0,1.82,1.76,0.06000000000000005
415,AZE,2015-01-01,73.0,70.0,3.0,1.51,1.44,0.07000000000000006
416,AZE,2016-01-01,88.0,69.0,19.0,1.8,1.4,0.40000000000000013
417,AZE,2017-01-01,77.0,74.0,3.0,1.56,1.49,0.07000000000000006
418,AZE,2018-01-01,66.0,64.0,2.0,1.32,1.26,0.06000000000000005
419,AZE,2019-01-01,61.0,59.0,2.0,1.21,1.16,0.050000000000000044
420,AZE,2020-01-01,79.0,78.0,1.0,1.56,1.52,0.040000000000000036
421,AZE,2021-01-01,,68.0,,,1.32,
422,BDI,1990-01-01,,,,,,
423,BDI,1991-01-01,,,,,,
424,BDI,1992-01-01,,,,,,
425,BDI,1993-01-01,,,,,,
426,BDI,1994-01-01,,,,,,
427,BDI,1995-01-01,,,,,,
428,BDI,1996-01-01,,,,,,
429,BDI,1997-01-01,,,,,,
430,BDI,1998-01-01,,,,,,
431,BDI,1999-01-01,,,,,,
432,BDI,2000-01-01,,,,,,
433,BDI,2001-01-01,,,,,,
434,BDI,2002-01-01,,,,,,
435,BDI,2003-01-01,,,,,,
436,BDI,2004-01-01,,,,,,
437,BDI,2005-01-01,,,,,,
438,BDI,2006-01-01,,,,,,
439,BDI,2007-01-01,,,,,,
440,BDI,2008-01-01,,,,,,
441,BDI,2009-01-01,,,,,,
442,BDI,2010-01-01,,,,,,
443,BDI,2011-01-01,,,,,,
444,BDI,2012-01-01,,,,,,
445,BDI,2013-01-01,97.0,97.0,0.0,2.01,1.89,0.11999999999999988
446,BDI,2014-01-01,102.0,102.0,0.0,2.05,1.93,0.11999999999999988
447,BDI,2015-01-01,78.0,78.0,0.0,1.52,1.44,0.08000000000000007
448,BDI,2016-01-01,123.0,123.0,0.0,2.32,2.24,0.07999999999999963
449,BDI,2017-01-01,,,,,,
450,BDI,2018-01-01,,,,,,
451,BDI,2019-01-01,,,,,,
452,BDI,2020-01-01,,,,,,
453,BDI,2021-01-01,,,,,,
454,BEL,1990-01-01,,,,,,
455,BEL,1991-01-01,,,,,,
456,BEL,1992-01-01,,,,,,
457,BEL,1993-01-01,,,,,,
458,BEL,1994-01-01,,,,,,
459,BEL,1995-01-01,,,,,,
460,BEL,1996-01-01,,,,,,
461,BEL,1997-01-01,,,,,,
462,BEL,1998-01-01,,,,,,
463,BEL,1999-01-01,,,,,,
464,BEL,2000-01-01,83.0,83.0,0.0,1.59,1.59,0.0
465,BEL,2001-01-01,102.0,103.0,-1.0,1.95,1.95,0.0
466,BEL,2002-01-01,132.0,132.0,0.0,2.5,2.5,0.0
467,BEL,2003-01-01,94.0,94.0,0.0,1.77,1.77,0.0
468,BEL,2004-01-01,126.0,126.0,0.0,2.37,2.37,0.0
469,BEL,2005-01-01,92.0,92.0,0.0,1.72,1.72,0.0
470,BEL,2006-01-01,87.0,88.0,-1.0,1.62,1.63,-0.009999999999999787
471,BEL,2007-01-01,87.0,87.0,0.0,1.6,1.61,-0.010000000000000009
472,BEL,2008-01-01,71.0,71.0,0.0,1.3,1.3,0.0
473,BEL,2009-01-01,76.0,76.0,0.0,1.38,1.38,0.0
474,BEL,2010-01-01,69.0,70.0,-1.0,1.25,1.25,0.0
475,BEL,2011-01-01,92.0,93.0,-1.0,1.65,1.65,0.0
476,BEL,2012-01-01,77.0,78.0,-1.0,1.37,1.38,-0.009999999999999787
477,BEL,2013-01-01,98.0,99.0,-1.0,1.74,1.75,-0.010000000000000009
478,BEL,2014-01-01,81.0,81.0,0.0,1.42,1.43,-0.010000000000000009
479,BEL,2015-01-01,,105.0,,,1.84,
480,BEL,2016-01-01,,67.0,,,1.17,
481,BEL,2017-01-01,,92.0,,,1.59,
482,BEL,2018-01-01,,73.0,,,1.26,
483,BEL,2019-01-01,,55.0,,,0.94,
484,BEL,2020-01-01,,,,,,
485,BEL,2021-01-01,,11.0,,,0.19,
486,BEN,1990-01-01,,,,,,
487,BEN,1991-01-01,,,,,,
488,BEN,1992-01-01,,,,,,
489,BEN,1993-01-01,,,,,,
